nct_id,brief_title,search_condition,conditions,sponsor,sponsor_class,enrollment_count,num_arms,total_sites,num_countries,start_date,completion_date,has_participant_flow,total_started,total_completed,total_discontinued,dropout_rate,discontinuation_reasons,top_dropout_reason,top_dropout_reason_count,num_periods
NCT00044213,Trial to Assess Chelation Therapy (TACT),cardiovascular disease,Coronary Artery Disease,"Mt. Sinai Medical Center, Miami",OTHER,1708,4,86,2,2003-09,2012-08,True,1708,1222,486,28.5,Withdrawal by Subject (289); Death (175); Lost to Follow-up (22),Withdrawal by Subject,289.0,1
NCT00563368,A Study Comparing Multiple Doses of VI-0521 With Placebo and Their Single-agent Constituents for Treatment of Obesity in Adults,obesity,Obesity,VIVUS LLC,INDUSTRY,756,7,2,1,2007-12,2008-09,True,756,541,215,28.4,Lost to Follow-up (72); Adverse Event (54); Withdrawal by Subject (46); Other (25); protocol non-compliance (9); Pregnancy (7); requirement for restricted medication (2),Lost to Follow-up,72.0,1
NCT00972283,Comparison of NN1250 With Insulin Glargine Plus Insulin Aspart With/Without Metformin and With/Without Pioglitazone in Type 2 Diabetes,diabetes type 2,"Diabetes; Diabetes Mellitus, Type 2",Novo Nordisk A/S,INDUSTRY,1006,2,136,12,2009-09-01,2010-10-28,True,1006,722,212,28.2,Unclassified (105); Adverse Event (44); Protocol Violation (40); Withdrawal criteria (18); Lack of Efficacy (5),Unclassified,105.0,2
NCT00479882,MK-0524B Lipid Study (MK-0524B-063),dyslipidemia,Primary Hypercholesterolemia; Mixed Dyslipidemia,Merck Sharp & Dohme LLC,INDUSTRY,2414,4,0,0,2007-06-15,2008-06-16,True,2414,1733,681,28.2,Clinical Adverse Event (427); Withdrawal by Subject (122); Lost to Follow-up (46); Other (33); Protocol Violation (22); Laboratory Adverse Event (20); Participant moved (11),Clinical Adverse Event,427.0,2
NCT04844918,A Study of Tirzepatide (LY3298176) in Participants With Obesity Disease,obesity,Obesity,Eli Lilly and Company,INDUSTRY,267,3,18,1,2021-05-10,2023-06-24,True,267,192,75,28.1,Participants Excluded Due to GCP Compliance Issue (42); Adverse Event (20); Withdrawal by Subject (12); Physician Decision (1),Participants Excluded Due to GCP Compliance Issue,42.0,1
NCT00763815,"GLP-1 Receptor Agonist Lixisenatide in Patients With Type 2 Diabetes for Glycemic Control and Safety Evaluation, on Top of Pioglitazone",diabetes type 2,Diabetes Mellitus Type 2,Sanofi,INDUSTRY,484,2,150,13,2008-09,2011-06,True,484,348,136,28.1,Adverse Event (43); Familial and Personal Reasons (25); Lack of Efficacy (21); Withdrawal by Subject (19); Poor Compliance to Protocol (12); Protocol Violation (7); Lost to Follow-up (6); Early Termination (1); Physician Decision (1); Sponsor's Decision (1),Adverse Event,43.0,1
NCT02733185,Trial to Assess Chelation Therapy 2,cardiovascular disease,Diabetes; Myocardial Infarction,"Mt. Sinai Medical Center, Miami",OTHER,1000,4,1,1,2016-10-01,2023-06-30,True,1000,720,280,28.0,Death (158); Lost to Follow-up (62); Withdrawal by Subject (60),Death,158.0,1
NCT00955747,Naturlose (D-Tagatose) Efficacy Evaluation Trial,diabetes type 2,Type 2 Diabetes,Robert Lodder,INDUSTRY,494,2,46,2,2007-04,2010-10,True,494,356,0,27.9,,,,1
NCT00094757,An Investigational Drug Study in Patients With Type 2 Diabetes Mellitus (MK0431-023),diabetes type 2,"Diabetes Mellitus, Type 2",Merck Sharp & Dohme LLC,INDUSTRY,521,3,0,0,2004-10-06,2006-04-28,True,521,376,145,27.8,Withdrawal by Subject (40); Lack of Efficacy (34); Adverse Event (26); Protocol Violation (16); Lost to Follow-up (14); Other (7); Patient Moved (4); Protocol specified discontinuation (4),Withdrawal by Subject,40.0,1
NCT00485758,Extended Niacin/Laropiprant in Patients With Type 2 Diabetes (0524A-069),diabetes type 2,Diabetes Mellitus Type 2,Merck Sharp & Dohme LLC,INDUSTRY,796,2,0,0,2007-07,2008-08,True,796,575,221,27.8,Adverse Event (133); Withdrawal by Subject (59); Protocol Violation (13); Lost to Follow-up (6); Physician Decision (6); Study Terminated by Sponsor (3); Death (1),Adverse Event,133.0,1
NCT03353350,Efficacy and Safety of Efpeglenatide Versus Placebo in Patients With Type 2 Diabetes Mellitus Inadequately Controlled With Diet and Exercise,diabetes type 2,Type 2 Diabetes Mellitus,Hanmi Pharmaceutical Company Limited,INDUSTRY,406,4,54,5,2017-12-05,2020-09-07,True,406,293,113,27.8,Withdrawal by Subject (89); Adverse Event (11); Other: Not related to COVID-19 (8); Protocol Violation (5),Withdrawal by Subject,89.0,2
NCT00790335,Acute Venous Thrombosis: Thrombus Removal With Adjunctive Catheter-Directed Thrombolysis,cardiovascular disease,Deep Vein Thrombosis; Venous Thrombosis; Postphlebitic Syndrome; Venous Thromboembolism; Post Thrombotic Syndrome,Washington University School of Medicine,OTHER,692,2,56,1,2009-11,2017-01,True,692,500,0,27.7,,,,1
NCT01564537,A Phase 3 Study Comparing Oral Ixazomib Plus Lenalidomide and Dexamethasone Versus Placebo Plus Lenalidomide and Dexamethasone in Adult Participants With Relapsed and/or Refractory Multiple Myeloma,cardiovascular disease,Relapsed Multiple Myeloma; Refractory Multiple Myeloma,Takeda,INDUSTRY,722,2,24,2,2012-08-01,2022-02-08,True,722,522,200,27.7,Reason not specified (163); Withdrawal by Subject (26); Lost to Follow-up (10); Site Terminated by Sponsor (1),Reason not specified,163.0,1
NCT00536744,Effectiveness of dermaPACE™ Device and Standard Treatment Compared to Standard Treatment Alone for Diabetic Foot Ulcers,cardiovascular disease,Diabetic Foot Ulcers,"SANUWAVE, Inc.",INDUSTRY,206,2,23,3,2007-10,2010-09,True,206,149,57,27.7,Adverse Event (23); Withdrawal by Subject (15); Lost to Follow-up (8); Physician Decision (4); PI tried alternative treatment (4); Death (3),Adverse Event,23.0,1
NCT00273052,COREG MR Versus TOPROL-XL On The Lipid Profile Of Normolipidemic Or Mildly Dyslipidemic Patients With Hypertension,cardiovascular disease,Hypertension,GlaxoSmithKline,INDUSTRY,514,2,120,3,2006-01-05,2007-12-28,True,568,411,157,27.6,Adverse Event (40); Withdrawal by Subject (35); Protocol Violation (32); Lost to Follow-up (32); Lack of Efficacy (10); Non-Compliance (4); Other (2); Worsening serum lipid levels (2),Adverse Event,40.0,1
NCT00313313,A Study of Saxagliptin in Subjects With Type 2 Diabetes Who Have Inadequate Blood Sugar Control With Sulfonylureas,diabetes type 2,Diabetes,AstraZeneca,INDUSTRY,768,3,115,13,2006-04,2008-09,True,768,557,211,27.5,Withdrawal of consent by subject (66); Lack of Efficacy (43); Adverse Event (43); Lost to Follow-up (26); Physician Decision (12); Poor/Noncompliance (11); Subject No Longer Meets Study Criteria (5); Pregnancy (3); Death (2),Withdrawal of consent by subject,66.0,1
NCT00794573,Evaluation of Varenicline (Champix) in Smoking Cessation for Patients Post-Acute Coronary Syndrome (EVITA) Trial,cardiovascular disease,Acute Coronary Syndrome,Mark Eisenberg,OTHER,302,2,4,1,2009-09,2015-12,True,302,219,83,27.5,Lost to Follow-up (59); Withdrawal by Subject (21); Death (3),Lost to Follow-up,59.0,1
NCT00286468,Study of Alogliptin Combined With Sulfonylurea in Subjects With Type 2 Diabetes Mellitus.,diabetes type 2,Diabetes Mellitus,Takeda,INDUSTRY,500,3,68,15,2006-04,2007-06,True,500,363,137,27.4,Hyperglycemic Rescue (89); Withdrawal by Subject (22); Adverse Event (12); Physician Decision (6); Protocol Violation (4); Lost to Follow-up (4),Hyperglycemic Rescue,89.0,1
NCT01644188,Efficacy and Safety of Alirocumab (SAR236553/REGN727) Versus Ezetimibe on Top of Statin in High Cardiovascular Risk Patients With Hypercholesterolemia (ODYSSEY COMBO II),cardiovascular disease,Hypercholesterolemia,Sanofi,INDUSTRY,720,2,126,10,2012-08,2015-07,True,720,523,197,27.4,Adverse Event (64); Poor compliance to protocol (40); Last visit outside protocol visit window (30); Consent withdrawn by participant (21); Other than specified above (13); Participant moved (9); Death (7); Physician Decision (4); Related to auto-injector administration (4); Selection criteria finally not met (2); Site closure (2); Lost to Follow-up (1),Adverse Event,64.0,1
NCT01106651,A Safety and Efficacy Study of Canagliflozin in Older Patients (55 to 80 Years of Age) With Type 2 Diabetes Mellitus,diabetes type 2,"Diabetes Mellitus, Type 2","Janssen Research & Development, LLC",INDUSTRY,716,3,86,17,2010-06,2013-05,True,714,520,194,27.2,Other (86); Adverse Event (49); Withdrawal by Subject (25); Lost to Follow-up (16); Physician Decision (8); Protocol Violation (4); Noncompliance with study drug (3); Death (3),Other,86.0,1
NCT01336023,"Dual Action of Liraglutide and Insulin Degludec in Type 2 Diabetes: A Trial Comparing the Efficacy and Safety of Insulin Degludec/Liraglutide, Insulin Degludec and Liraglutide in Subjects With Type 2 Diabetes",diabetes type 2,"Diabetes; Diabetes Mellitus, Type 2",Novo Nordisk A/S,INDUSTRY,1663,3,302,20,2011-05-23,2012-11-22,True,1663,1211,319,27.2,Withdrawal Criteria (192); Unclassified (70); Adverse Event (50); Protocol Violation (6); Lack of Efficacy (1),Withdrawal Criteria,192.0,2
NCT00729430,Effect of High Dose Fish Oil Supplementation After Recent Heart Attack Using Magnetic Resonance Imaging,cardiovascular disease,"Myocardial Infarction; Death, Sudden, Cardiac",Brigham and Women's Hospital,OTHER,358,2,1,1,2008-08,2014-07,True,358,261,0,27.1,,,,1
NCT01652716,Efficacy and Safety of Exenatide Once Weekly Suspension in Subjects With Type 2 Diabetes,diabetes type 2,"Diabetes Mellitus, Type 2",AstraZeneca,INDUSTRY,377,2,58,1,2013-01,2014-08,True,377,275,102,27.1,Withdrawal by Subject (51); Lost to Follow-up (23); Adverse Event (17); Investigator decision (5); Protocol Violation (3); Administrative (2); Loss of glucose control (1),Withdrawal by Subject,51.0,1
NCT02924064,Efficacy and Safety of Teneligliptin in Combination With Metformin in Chinese Patients With Type 2 Diabetes Mellitus,diabetes type 2,Type 2 Diabetes Mellitus,Tanabe Pharma Corporation,INDUSTRY,247,2,1,1,2016-09,,True,247,180,67,27.1,Other (46); Withdrawal by Subject (9); Adverse Event (4); Protocol Violation (4); Lost to Follow-up (2); Physician Decision (2),Other,46.0,1
NCT01507831,Long-term Safety and Tolerability of Alirocumab (SAR236553/REGN727) Versus Placebo on Top of Lipid-Modifying Therapy in High Cardiovascular Risk Patients With Hypercholesterolemia (ODYSSEY Long Term),cardiovascular disease,Hypercholesterolemia,Sanofi,INDUSTRY,2341,2,320,27,2012-01,2014-11,True,2341,1708,633,27.0,Last visit outside protocol visit window (194); Adverse Event (161); Consent withdrawn by participant (106); Poor compliance to protocol (98); Participant moved (24); Related to study drug administration (19); Other (9); Death (8); Physician Decision (4); Randomized but not treated (3); Site closure (3); Potential lost to follow-up (3); Selection criteria finally not met (1),Last visit outside protocol visit window,194.0,1
NCT00051168,A Long-term Safety Study of Once-daily Travatan,hypertension,"Glaucoma, Open-angle; Ocular Hypertension",Alcon Research,INDUSTRY,502,1,1,1,2006-01,,True,502,367,0,26.9,,,,1
NCT01644175,Efficacy and Safety of Alirocumab (SAR236553/REGN727) Versus Placebo on Top of Lipid-Modifying Therapy in Patients With High Cardiovascular Risk and Hypercholesterolemia (ODYSSEY COMBO I),cardiovascular disease,Hypercholesterolemia,Sanofi,INDUSTRY,316,2,76,1,2012-07,2014-04,True,316,231,85,26.9,Adverse Event (21); Poor compliance to protocol (19); Last visit outside protocol visit window (15); Consent withdrawn by participant (7); Site closure (4); Death (3); Physician Decision (3); Participant Moved (3); Related to Autoinjector Administration (3); Other than specified above (3); Randomized But Not Treated (2); Selection criteria finally not met (1); Lost to Follow-up (1),Adverse Event,21.0,1
NCT01194830,Efficacy and Safety of Linagliptin (BI 1356) in Black/African Americans With Type 2 Diabetes With a MTT Sub-study,diabetes type 2,"Diabetes Mellitus, Type 2",Boehringer Ingelheim,INDUSTRY,234,2,93,1,2010-09,2011-10,True,234,171,63,26.9,Other Reason (20); Lost to Follow-up (16); Protocol Violation (9); Non-compliance issues (8); Adverse Event (5); Withdrawal by Subject (3); Lack of Efficacy (2),Other Reason,20.0,1
NCT01313676,Study to Evaluate the Effect of Fluticasone Furoate/Vilanterol on Survival in Subjects With Chronic Obstructive Pulmonary Disease,cardiovascular disease,"Pulmonary Disease, Chronic Obstructive",GlaxoSmithKline,INDUSTRY,16568,4,1611,44,2011-01-25,2015-07-15,True,16568,12123,4445,26.8,Decision by Participant or Proxy (2177); Adverse Event (1465); Lack of Efficacy (299); Physician Decision (227); Protocol Violation (171); Investigator Site Closed (48); Study Closed/terminated (31); Met Protocol-Defined Stopping Critera (20); Sponsor Terminated Study Treatment (3); Missing (3); Lost to Follow-up (1),Decision by Participant or Proxy,2177.0,1
NCT01045707,"Comparison of NN5401 Versus Insulin Glargine, Both Combined With Metformin Treatment, in Subjects With Type 2 Diabetes",diabetes type 2,"Diabetes; Diabetes Mellitus, Type 2",Novo Nordisk A/S,INDUSTRY,530,2,92,9,2010-01,2010-10,True,530,388,104,26.8,Withdrawal Criteria (33); Unclassified (32); Protocol Violation (16); Adverse Event (14); Lack of Efficacy (6); Withdrawal criteria (3),Withdrawal Criteria,33.0,2
NCT03037931,Randomized Placebo-controlled Trial of FCM as Treatment for Heart Failure With Iron Deficiency / and Sub-Study,cardiovascular disease,Heart Failure; Iron-deficiency,"American Regent, Inc.",INDUSTRY,3065,2,345,13,2017-03-15,2023-02-02,True,3065,2244,821,26.8,Death (721); Withdrawal by Subject (89); Lost to Follow-up (11),Death,721.0,1
NCT00220961,Actos Now for Prevention of Diabetes (ACT NOW),diabetes type 2,Impaired Glucose Tolerance; Type 2 Diabetes,The University of Texas Health Science Center at San Antonio,OTHER,602,2,8,1,2004-01,2010-04,True,602,441,0,26.7,,,,1
NCT02929329,Registrational Study With Omecamtiv Mecarbil (AMG 423) to Treat Chronic Heart Failure With Reduced Ejection Fraction,cardiovascular disease,Heart Failure,Cytokinetics,INDUSTRY,8256,2,1033,36,2017-01-06,2020-09-14,True,8232,6036,2196,26.7,Death (2105); Lost to Follow-up (46); Withdrawal by Subject (45),Death,2105.0,1
NCT00830960,A Comparison of Antiplatelet Therapies in Asian Subjects With Acute Coronary Syndrome,cardiovascular disease,Acute Coronary Syndrome,Eli Lilly and Company,INDUSTRY,720,6,19,4,2009-02,2010-06,True,719,528,191,26.6,Withdrawal by Subject (116); No study drug received (28); Sponsor Decision (22); Death (21); Lost to Follow-up (4),Withdrawal by Subject,116.0,1
NCT00412984,Apixaban for the Prevention of Stroke in Subjects With Atrial Fibrillation,cardiovascular disease,Atrial Fibrillation; Atrial Flutter,Bristol-Myers Squibb,INDUSTRY,20976,2,1111,41,2006-12-31,2011-05-25,True,18201,13398,4803,26.4,Withdrawal by Subject (1910); Adverse Event (1417); Death (680); Subject No Longer Meets Study Criteria (187); Other Reason (172); Physician Refused to Continue Treatment (170); Poor/Noncompliance (134); Lost to Follow-up (90); Not Reported (23); Administrative Reason by Sponsor (19); Pregnancy (1),Withdrawal by Subject,1910.0,1
NCT00996281,Safety and Tolerability of Azilsartan Medoxomil Plus Chlorthalidone Compared to Olmesartan Medoxomil Plus Hydrochlorothiazide in Participants With Essential Hypertension,cardiovascular disease,Essential Hypertension,Takeda,INDUSTRY,837,2,26,5,2009-10,2011-11,True,837,617,220,26.3,Adverse Event (112); Withdrawal by Subject (51); Lost to Follow-up (30); Major Protocol Deviation (13); Other (12); Lack of Efficacy (2),Adverse Event,112.0,1
NCT03689374,"A Research Study to Compare Semaglutide to Insulin Aspart, When Taken Together With Metformin and Insulin Glargine, in People With Type 2 Diabetes",diabetes type 2,"Diabetes Mellitus, Type 2",Novo Nordisk A/S,INDUSTRY,2274,2,210,21,2018-10-01,2021-02-22,True,2274,1681,593,26.1,Run-in failure (526); Withdrawal by Subject (48); Death (12); Lost to Follow-up (7),Run-in failure,526.0,2
NCT03064126,RANGER™ Paclitaxel Coated Balloon vs Standard Balloon Angioplasty,cardiovascular disease,"Peripheral Artery Disease; Atherosclerosis; Artery Diseases, Peripheral; Plaque, Atherosclerotic; Occlusive Arterial Disease",Boston Scientific Corporation,INDUSTRY,440,2,67,6,2017-03-02,2023-10-25,True,440,326,114,25.9,Death (62); Withdrawal by Subject (28); Lost to Follow-up (10); Other reason for early termination (5); Missed Visit (4); Physician Decision (3); Adverse Event (2),Death,62.0,1
NCT01676220,Comparison of a New Formulation of Insulin Glargine With Lantus in Patients With Type 2 Diabetes on Non-insulin Antidiabetic Therapy,diabetes type 2,Type 2 Diabetes Mellitus,Sanofi,INDUSTRY,878,2,217,16,2012-08,2014-03,True,878,651,227,25.9,Personal Reason (79); Received Rescue Therapy (36); Lost to Follow-up (29); Protocol Violation (23); Adverse Event (18); Selection Criterion/Protocol Violation (18); Lack of Efficacy (7); Randomized But Not Treated (5); Site Closure/Site Withdrawal (5); Perceived Lack of Efficacy (4); Non Serious Hypoglycemia (2); No More Need of Insulin (1),Personal Reason,79.0,1
NCT00902174,Imatinib (QTI571) in Pulmonary Arterial Hypertension,cardiovascular disease,Pulmonary Arterial Hypertension,Novartis Pharmaceuticals,INDUSTRY,202,2,95,14,2009-09,2011-05,True,202,150,52,25.7,Adverse Event (34); Lack of Efficacy (6); Death (4); Withdrawal by Subject (3); Abnormal labs (2); Protocol Violation (2); Administration problem (1),Adverse Event,34.0,1
